"dttma","po01","po02","po03","si01","si02","si03","it01","it02","it03","ie01","ac01","ac02","ac03","ac04","ai01","ai02","ai03","ai04","iv01","iv02","iv03","bd01","bd02","bd03","bd04","de01","de02"
"2025-05-05 14:58:07","7","5","6","6","4",NA,"5","7","6","6","6","7","7","7","4","4","4","3","6","5","4","yes",16,3,2023-11-20,"women",42
"2025-05-07 12:00:52","7","5","4","3","5","3","4","5","6","3","5","3","4","6","5","6","5","6","5","4","5","no",10,2,2024-04-27,"man",35
"2025-05-12 11:31:40","3","2","2","5","4","6","5","5","4","6","6","5","5","3","5","4","6","6","6","7","6","no",13,2,2024-04-26,"man",48
"2025-05-13 10:06:10","4","6","7","5","2","2","6","3","6","6","3","4","3","1","5","6","6","5","2","6","5","yes",23,5,2025-04-19,"man",57
"2025-05-07 14:10:23","2","6","4","6","6","6","6","6","6","2","7","6","7","5","7","5","4","6","4","2","3","yes",13,2,2024-10-11,"women",40
"2025-05-07 17:53:07","5","6","5","4","6","6","6","6","6","4","6","4","5","4","7","6","7","7","6","4","5","yes",15,4,2024-12-08,"women",40
"2025-05-11 08:28:09","5","6","4","5","6","6","3","6","6","5","6","4","4","5","7","6","6","5","5","4","6","yes",25,5,2024-05-20,"women",33
"2025-05-08 17:05:50","5","6","6","7","7","7","5","3","6","7","5","7","6","5","7","6","7","6","5","6","7","yes",23,5,2024-12-04,"man",30
"2025-05-09 08:26:30","7","5","5","6","4","5","6","4","7","4","5","5","2","4","7","6","6","7","3","3","5","no",12,3,2023-09-22,"women",34
"2025-05-08 16:22:09","5","7","4","6","4","3","5","6","5","4","7","7","6","7","3","4","7","5","6","7","6","yes",16,NA,2023-05-19,"women",35
"2025-05-05 14:42:17","4","3","3","5","5","6","7","4","4","5","6","5","5","5","6","4","2","5","4","3","4","yes",4,1,2023-05-14,"women",45
"2025-05-10 15:55:32","5","4","3","5","3","5","5","4","6","2","4","3","4","3","2","4","4","4","4","4","5","no",11,4,2024-10-22,NA,35
"2025-05-05 14:02:00","5","3","4","6","5","6","6","7","6","6","7","6","5","4","4","6","5","3","6","7","5","no",26,6,2023-09-29,"man",50
"2025-05-09 09:24:19","7","7","7","7","7","7","7","7","7","6","6","6","6","7","5","6","6","6","7","5","6","yes",25,5,NA,"man",55
"2025-05-12 11:52:11","5","4","6","5","5","6","1","6","4","5","2","5","5","5","6","1","5","5","5","6","6","yes",13,3,2023-09-29,"women",27
"2025-05-15 10:46:51","7","6","7","5","6","6","5","5","3","7","6","6","7","7","5","6","4","5","6","2","3","yes",19,4,2023-09-13,"women",41
"2025-05-10 09:42:55",NA,"4","7","6","5","5","6","3","6","7","7","7","5","7","5","6","3","6","7","5","7","yes",11,2,2023-08-23,"women",49
"2025-05-08 11:53:51","7","7","7","7","6","7","7","7","7","6","4","3","6","3","4","2","4","5","7","6","5","yes",24,3,2023-11-11,"man",22
"2025-05-09 17:39:26","4","5","3","6","6","4","7","6","6","5","3","6","4","1","5","4","7","4","4","5","4","yes",10,2,2024-01-04,"man",34
"2025-05-15 08:10:33","5","5","6","4","4","6","5","4","5","5","7","7","7","7","5","6",NA,"7","7","7","6","unsure",14,4,2024-06-09,"women",36
"2025-05-11 16:35:59","6","6","5","4","6","6","6","5","4","6","5","4","5","5","3","2","3","3","5","1","4","yes",13,4,2025-03-26,"man",27
"2025-05-15 16:13:25","7","6","4","4","4","6","3","7","7","7","7","6","7","7","5","5","4","6","6","7","6","yes",19,5,2024-11-16,"women",28
"2025-05-09 11:56:27","5","5","6","5","5","7","5","4","7","6","5","5","4","5","5","3","5","3","4","4","3",NA,16,4,2024-01-18,"women",NA
"2025-05-17 11:55:23","5","5","7","7","7","6","4","5","5","5","5","6","6","3","5","5","4","2","4","6","5","yes",19,3,2023-05-25,"man",47
"2025-05-18 13:19:52","5","6","5","6","5","4","5","6","7","5","4","6","5","5","7",NA,"6","7","5","7","6","no",22,5,2024-01-17,"man",49
"2025-05-18 10:23:04","5","6","3","5","6","6","5","4","6","4","5","4","5","6","5","5","6","6","1","5","3","yes",15,2,2023-05-24,"man",26
"2025-05-05 15:11:59","7","6","3","7","6","5","4","2","4","7","7","6","7","4","7","7","5","2","5","6","5","unsure",15,2,2023-09-07,"women",34
"2025-05-14 17:23:25","4","5","6","5","4","3","6","5","4","5","5","3","2","5","5","5","4","6","6","7","6","yes",19,4,2024-06-01,"women",32
"2025-05-13 15:00:17","7","6","6","7","7","7","5","7","7","7","7","7","7","7","6",NA,"5","5","3","7","7","no",8,2,2024-03-27,"man",22
"2025-05-18 16:50:23","7","6","7","5","5","7","6","6","5","7","7","5","7","6","6","5","5","6","4","4","6","yes",22,5,2024-09-25,"women",42
"2025-05-17 12:59:01","7","7","7","7","6","7","6","4","6","5","7","7","7","6","6","5","5","6","5","6","6","no",24,5,2025-02-11,"women",52
"2025-05-09 14:03:48","5","4","5","5","3","3","4","5","6","6","6","4","4","6","6","6","4","5","3","4","7","yes",12,1,2024-04-04,"women",38
"2025-05-17 16:04:29","5","6","4","5","6","6","2","5","3","4","6","4","6","4","7","7","7","7","5","5","6","yes",11,2,2024-06-07,"women",18
"2025-05-09 16:06:21","6","7","6","5","7","6","6","7","7","5","5","6","3","5","7","7","6","7","7","7","7","yes",24,5,2024-01-02,"man",25
"2025-05-14 10:33:03","5","7","4","3","5","2","5","6","4","5","6","4","2","4","4","7","4","4","5","7","4","yes",15,4,2024-11-17,"man",35
"2025-05-11 13:54:38","6","5","5","7","6","7","3","2","5","5","6","7","7","7","6","7","5","5","5","6","4","no",16,4,2024-01-07,"women",49
"2025-05-07 08:40:48","3","3","2","5","4","4","7","5","7","5","6","5","5","6","6","6","6","7","4","4","4","yes",8,3,2025-04-30,"women",48
"2025-05-16 17:20:58","5","7","7","3","4","3","1","4","2","5","5","2","3","4","7","7","7","7","6","6","6","yes",24,6,2024-12-24,"man",44
"2025-05-08 11:55:16","4","6","6","6","6","6","5","3","4","7","7","6","7","6","2","5","6","5","3","4","5","yes",18,5,2023-07-03,"women",35
"2025-05-16 15:55:06","6","4","6","4","4","6","3","4","4","3","5","5","5","6","2","3","6","4","7","5","6","yes",22,4,2024-07-24,"women",36
"2025-05-12 08:50:41","4","6","6","4","5","6","6","7","6","7","6","7","6","5","6","5","4","7","6","6","7","yes",14,1,2023-12-26,"women",57
"2025-05-10 14:19:27","7","5","3","5","6","5","4","4","6","7","4","6","5","6","7","7","7","7","6","6","6","yes",20,5,2024-03-20,"man",41
"2025-05-11 09:16:39","7","5","7","7","7","6","6","7","6","6","6","4","5","5","5","3","5","7","4","3","6","yes",16,4,2023-07-10,"man",53
"2025-05-18 12:20:38","5","6","5","3","3","3","7","4","5","6","7","7","7","7","6","5","4","5","6","5","5",NA,22,6,2023-10-03,"women",44
"2025-05-17 16:14:23","5","5","5","5","5","7","6","5","5","6","6","4","7","5","6","5","7","6","4","5","5","no",13,3,2024-02-10,"women",47
"2025-05-12 11:07:53","5","5","4","7","5","4","4","6","4","5","4","4","5","4","4","5","3","3","5","4","4","yes",18,4,2024-03-06,"man",36
"2025-05-18 17:32:16","7","7","6","6","7","7","7","7","7","7","7","7","7","7","5","7","7","7","7","7","7","yes",22,5,2025-03-22,"man",NA
"2025-05-18 15:44:06","3","4","2","4","7","4","5","4","7","5",NA,"7","7","7","4","4","6","7","7","5","5","yes",13,4,2024-04-15,"women",30
"2025-05-16 13:44:32","5","6","7","6","6","7","7","7","7","5","7","7","7","7","6","7","6","7","7","5","7","yes",19,3,2024-08-29,"women",33
"2025-05-17 09:18:05","4","4","3","5","5","5","5","4","3","4","7","7","7","7","6","6","6","7","6","4","6","yes",14,2,2025-02-23,"man",41
"2025-05-12 17:55:13","3","7","4","6","3","3","5","4","5","6","3","6","3","6","5","4","5","5","1","6","4","yes",9,4,2023-08-15,"women",36
"2025-05-18 14:35:01","7","4","7","7","7","6","6","5","5","6","6","7","6","7","6","5","6","5","7","7","6","yes",15,4,2024-12-13,"man",30
"2025-05-06 09:51:59","5","5","4","7","5","7","3","3","3","4","4","2","5","5","7","6","7","5","7","6","7","yes",13,4,2025-04-09,"women",35
"2025-05-06 08:04:36",NA,"4","5","5","7","5","3","3","6","3","4","4","5","5","5","6","7","6","5","3","5","yes",14,3,2024-11-07,"women",43
"2025-05-12 16:06:35","4","6","4","5","5","2","2","5","6","5","6","6",NA,"6","6","6","6","2","3","6","4","no",14,3,2023-12-04,"man",49
"2025-05-05 11:28:20","6","4","3","7","7","6","4","7","7","7","7","7","6","6","6","6","3","6","7","7","7","yes",10,3,2023-05-12,"women",NA
"2025-05-17 16:35:52","7","5","5","6","6","7","4","3","4","5","4","6","5","4","6","4","6","5","4","5","5","yes",20,4,2024-12-17,"man",41
"2025-05-08 09:54:04","5","7","4","5","6","5","4","5","4","4","6","3","6","5","5","5","7","6","7","7","5","no",15,3,2023-10-14,"women",47
"2025-05-11 12:12:43","6","7","6","6","7","7","4","2","4","4","7","7","7","6","6","5","7","3","7","7","7","yes",16,3,2023-08-25,"man",32
"2025-05-10 16:20:20","3","6","5","5","6","5","7","6","6","5","5","7","6","7","5","6","6","4","2","4","4","no",26,5,2023-09-25,"women",40
"2025-05-17 15:50:12","4","5","5","5","5","4","6","5","7","3","6","5","7","7","3","6","5","7","3","6","5","no",19,4,2024-11-08,"women",48
"2025-05-09 08:26:06","5","6","4","4",NA,"3","6","7","5","5","7","5","6","7","7","5","7","4","3","4","4","yes",18,4,2025-04-06,NA,37
"2025-05-08 15:19:07","6","5","5","5","6","5","6","4","2","6","7","6","7","5","6","6","7","4","4","5","5","yes",16,4,2024-01-21,"women",44
"2025-05-07 17:03:59","6","4","7","4","4","4","4","3","2","2","7","7","6","6","5","3","6","5","5","7","6","no",12,2,2023-06-02,"man",31
"2025-05-07 17:33:37","5","6","3","7","7","6","4",NA,"6","6","6","7","6","7","5","7","6","6","3",NA,"7","yes",20,3,2023-10-19,"women",51
"2025-05-10 13:47:31","6","6","5","6","6","7","6","7","7","5","4","4","4","5","6","4","6","3","6","5","5","yes",18,3,2023-07-11,"man",31
"2025-05-13 12:07:24","6","4","5","3","4","4","2","1","4","3","2","2","5","3","6","6","6","6","5","5","6","yes",23,4,2024-11-19,"women",31
"2025-05-14 08:52:27","7","7","6","6","4","7","6","7","6","7","7","7","5","6","6","7","7","6","7","7","4","yes",16,5,2024-09-26,"women",52
"2025-05-13 15:57:51","7","7","7","7","7","7","7","7","7","7","7","7","7","7",NA,"7","6","7","7","7","7","yes",21,4,2023-08-08,"women",43
"2025-05-15 15:54:20","6","4","6","6","4","5","5","5","5","7","6","5","6","5","6","7","6","6","4","4","5","yes",15,3,2024-12-21,"man",49
"2025-05-09 09:54:20","6","4","3","3","2","5","3","4","2","4","6","5","6","7","4","5","4","5","6","7","5","yes",9,3,2024-09-18,"women",58
"2025-05-11 17:46:46","5","5","5","5","7","7","2","7","7","5","3","7","6","6","7","7","7","7","5","3","6","yes",13,3,2025-04-01,"women",46
"2025-05-11 13:14:24","4","5","6","7","7","6","4","5","6","7","5","3","5","5","7","5","7","5","7","7","6","yes",12,2,2023-09-11,"women",38
"2025-05-10 09:02:06","2","3","4","4","5","5","7","6","5","3","5","6","5","6","6","3","4","6","5","6","6","no",12,3,2024-06-02,"man",34
"2025-05-15 14:16:15","6","7","7","5","7","6","5","6","5","6","5","5","4","6","6","5","3","7","5","6","5","yes",20,3,2023-12-18,"man",47
"2025-05-06 10:36:04","5","4","4","6","4","5","7","5","7","6","6","6","7","7","7","7","7","6","5","6","6","yes",11,4,2023-06-18,"man",47
"2025-05-14 15:43:52","5","5","7","4","2","4","7","6","4","4","5","7","7","6","6","5","4","6","6","3","5","no",17,3,2025-02-09,"man",48
"2025-05-09 14:17:43","4","6","6","4","4","6","5","4","7","4","3","2","5","4","5","6","3","3","5","6","4","yes",15,4,2023-10-08,"women",33
"2025-05-11 14:07:15","5","6","5","5","2","4","5","7","5","7","3","5","2","4","5","4","4","3","5","6","5","yes",15,4,2024-02-22,"man",55
"2025-05-16 11:45:22","5","6","5","7","4","7","6","5","5","4","5","5","3","5","4","7","6","5","7","7","6","yes",23,5,2023-05-06,"women",46
"2025-05-16 13:25:01","4","5","7","7","6","7",NA,"6","6","7","7","6","7","5","5","6","7","4","7","7","7","yes",16,2,2023-12-04,"women",48
"2025-05-11 15:49:01","7","6","6","5","6","4","4","5","4","6","7","6","7","7","2","4","5","6","7","5","7","yes",18,4,2023-08-31,"women",36
"2025-05-17 15:38:47","3","4","4","2","5","4","6","4","5","6","6","5","6","5","6","4","3","5","4","5","6","yes",10,4,2024-04-19,"women",34
"2025-05-15 16:27:56","5","5","5","4","6","5","6","5","7","6","6","6","6","7","5","6","7","3","5","5","7","yes",16,4,2025-02-01,"women",38
"2025-05-14 08:05:03","7","6","7","7","7","7","6","7","7","7","7","4","7","7","7","6","6","5","6","5","6","yes",23,7,2024-02-25,"man",38
"2025-05-16 08:48:23","6","3","6","5","4","3","5","5","3","5","4","3","2","5","5","4","6","6","6","2","7","no",17,4,2024-04-20,"women",39
"2025-05-05 10:02:17","6","6","6","7","6","7","7","7","7","7","6","6","6",NA,"6","7","6","7","7","7","4","yes",16,5,2024-12-26,"man",28
"2025-05-14 14:34:45","3","4","2","5","6","6","5","4","4","4","3","3","3","4","3","5","2","3","5","5","4","yes",9,2,2023-09-13,"man",41
"2025-05-13 15:09:27","7","7","7","7","7","7","7","6","7","7","7","6","6","4","7","6","7","7","5","6",NA,"yes",19,4,2024-11-26,"man",43
"2025-05-15 12:28:21","6","5","3","4","4","5","4","5","2","6","6","6","5","5","5","6","6","3","4","6","6","no",16,4,2025-03-20,"man",32
"2025-05-12 08:03:23","6","6","6","7","7","6","6","3","7","4","5","5","5","3","6","5","5","5","4","3","5","yes",19,4,2024-07-26,"women",50
"2025-05-08 11:51:48","7","6","6","7","7","7","5","5","4","6","4","3","5","3","3","6","5","7","2","4","3","yes",18,4,2024-09-30,"man",41
"2025-05-16 17:29:00","3","1","4","5","4","4","5","6","7","3","4","2","4","6","4","3","2","3","4","5","6","yes",12,2,2023-11-28,"women",31
"2025-05-07 17:27:46","7","6","5","5","6","4","6","6","6","5","4","6","4","6","4","4","5","6","3","5","2","no",24,3,2024-08-30,"women",34
"2025-05-16 10:09:43","6",NA,"6","6","5","6","5","2","5","4","4","5","5","3","2","5","3","3","6","5","4","yes",16,4,2023-08-14,"women",58
"2025-05-07 17:12:53","6","7","6","7","6","6","5","6","5","7","4","3","6","3","7","6","5","7","7","6","6","yes",16,5,2025-03-06,"women",53
"2025-05-06 14:43:17","4","3","3","3","4","5","4","5","6","4","5","4","6","7","5","1","2","2","7","6","6","no",9,3,2024-02-05,"women",44
"2025-05-16 14:08:42","5","4","4","6","6","5","3","2","4","5","3","5","5","2","3","5","2","2","4","7","4","yes",12,1,2024-11-23,"women",39
"2025-05-15 12:43:55","2","4","3","3","2","3","3","4",NA,"7","5","5","6","5","7","7","5","7","2","5","6","yes",9,1,2024-06-14,"women",39
"2025-05-12 12:14:12","3","5","5","7",NA,"5","4","7","5","4","5","7","6","5","4","6","6","5","5","3","4","yes",10,1,2023-08-15,"women",55
"2025-05-10 11:40:54","3","2","2","6","5","6","6","5","6","6","7","6","7","5","6","6","5","5","5","5","5","no",10,2,2024-09-03,"women",40
"2025-05-15 13:53:26","7","7","6","6","6","6","6","7","3","6","6","7","7","7","6","7","7","7","4","5","7","yes",25,5,2024-04-23,"man",18
"2025-05-06 11:40:59","5","4","4","5","5","5","5","5","4","2","6","4","5","6","7","7","6","6","4","7","6","yes",10,2,2023-09-02,"man",50
"2025-05-14 09:47:01","4","4","5","6","6","5","5","6","6","7","3","4","4","6","2","2","1","3","6","5","6","yes",16,6,2023-05-08,"women",49
"2025-05-11 09:48:02","4","2","4","5","5","7","6","4","5","6","5","4","4","6","5",NA,"4","5","3","3","3","yes",7,4,2024-07-05,"man",21
"2025-05-07 15:19:17","4","2","1","6","5","5","6","6","4","4","4","5","4","3","5","6","5","5","4","6","5","yes",6,1,2024-11-21,"women",35
"2025-05-11 13:38:35","5","5","4","4","4","7","6","3","6","3","4","4","5","5","7","4","2","5","3","5","6","yes",20,4,2024-03-24,"man",39
"2025-05-11 17:29:22","6","4","7","3","4","5","5","5","4","7","6","7","6","7","6","4","4","4","7","6","5","yes",19,5,2024-07-13,"women",47
"2025-05-16 10:33:12","7","6","7","6","6","6","6","6","5","6","6","6","7","6","4","5","6","5","3","4","6","no",15,2,2023-09-29,"man",27
"2025-05-09 08:30:07","6","6","7","6","5","7","4","6","6","6","6","4","6","5","4","3","6","7","7","7","7","no",21,5,2024-04-06,"man",36
"2025-05-09 10:36:24","7","6","5","4","4","4","6","7",NA,"7","5","7","7","6","6","5","5","6","2",NA,"4","yes",22,6,2025-03-08,"women",53
"2025-05-11 13:06:01","7","6","7","7","5","6","5","6","6","3","7","7","7","7","7","5","4","6","7","6","6","yes",23,3,2024-08-10,"women",38
"2025-05-16 10:24:28","7","5","7","6","7","5","5","7","7","5","6","7","7","6","7","7","7","7","6","5","7","yes",20,3,2025-02-02,"man",52
"2025-05-15 10:52:35","4","6","4","7","7","6","5","6","6","5","5","7","7","7","6","4","6","6","7","7",NA,"no",11,2,2024-09-06,"women",36
"2025-05-10 09:59:24","5","7","6","6","7","6","7","7","7","6","6","7","6","6","6","6","6","6","7","6","7","yes",19,4,2024-08-05,"man",44
"2025-05-18 13:33:44","4","4","4","4","4","4","7","6","3","4","3","5","6","5","5","4","3","4",NA,"3","5","yes",16,5,2025-01-14,"women",32
"2025-05-07 10:45:12","5","6","5","6","6","7","5","4","5","4","7","6","6","7","6","4","6","7","5","7","4","yes",19,5,2025-03-24,"man",35
"2025-05-13 16:09:03","6","7","6","5","2","5","6","6","6","6","6","6","4","6","6","4","3","5","3","4","4","yes",24,4,2023-08-01,"women",40
"2025-05-15 12:40:21","3","6","6","5","3","3","3","4","5","6","5","4","3","4","4","6","5","6","7","6","5","yes",10,2,2024-11-02,"women",44
"2025-05-05 16:07:04","6","3","6","2","3","3","6","5","5","7","6","6","6","5","5","6","5","6","3","3","3","no",8,2,2025-01-23,"man",44
"2025-05-11 17:39:49","6","4","5","6","6","7","4","4","5","6","3","5","2","4","6","4","6","3","6","6","7","yes",17,5,2023-12-17,"women",28
"2025-05-17 14:48:02","6","6","3","4","4","5","7","5","4","5","6","6","6","4","6","4","4","4","5","5","7","no",17,4,2023-08-29,"women",18
"2025-05-09 11:06:19","4","6","4","3","4","4","7","7","7","5","4","6","5","5","5","4","3","7","4","4","5","no",17,4,2024-10-29,"women",51
"2025-05-07 09:32:29","3","4","4","5","3","4","5","4","4","6","5","5","6","5","6","6","7","5","5","4","4","yes",15,1,2024-10-05,"women",20
"2025-05-05 11:18:57","6","5","6","5","3","3","4","4","4","5","5","7","5","5","2","2","2","1","7","7","7","yes",19,4,2025-04-30,"women",30
"2025-05-16 12:55:32","5","6","4","3","5","5","5","6","3","3","3","7","7","3","5","6","3","7","5","6","4","yes",14,2,2025-04-23,"women",53
"2025-05-14 09:44:27","5","4","3","3","6","4","7","5","4","5","4","3","4","4","6","5","4","5","5","6","4","yes",11,3,2024-01-31,"man",41
"2025-05-12 17:00:12","7","6","4","6","7","4","5","5","4","4","5","5","6","7","7","5","4","4","6","3","4",NA,15,5,2024-10-25,"man",42
"2025-05-06 12:40:46","5","5","6","4","5","6","6","6","7","7","7","6","7","6","5","6","7","7","7","7","7","yes",18,4,2025-02-10,"man",31
"2025-05-13 17:14:02","6","7","7","7","7","6","4","6","6","4","6","6","5","6","4","5","6",NA,"5","5","5","yes",26,7,2025-04-01,"women",18
"2025-05-08 10:52:16","6","7","7","7","4","4","5","5","5","7","5","7","7","7","7","7","4","5","5","6","5","yes",28,5,2023-08-15,"women",32
"2025-05-13 08:48:17","6","4","3","7","6","7","6","7","7","6","6","7","6","4","6","6","5","3","7","6","5","yes",8,2,2024-08-07,"man",40
"2025-05-13 11:03:30","6","7","5","7","7","7","7","7","6","7","7","7","5","5","7","4","6","6","7","7","5","yes",19,5,2023-07-13,"women",45
"2025-05-16 09:12:30","4","6","6","6","6","5","5","5","5","3","7","4","4","5","2","5","4","4","1","5","5","yes",18,5,2025-02-22,"man",54
"2025-05-15 13:36:50","2","4","5","4","5","5","5","2","3","4","5","6","4","4","6","5","7","6","6","4","5","yes",3,2,2023-06-07,"women",39
"2025-05-09 14:37:37","7",NA,"7","5","4","6","3","2","1","6","6","6","5","7",NA,"5","6","4","1","6","4","yes",12,3,2025-01-19,"women",20
"2025-05-09 10:45:49","5","6","7","6","6","5","5","4","7","6","2","5","5","4","5","5","4","5","5","4","4","no",17,3,2024-08-31,"man",55
"2025-05-16 12:07:00","5","7","7","2","5","5","3","5","4","6","5","7","4","6","6","6","6","6","3","4","4","yes",20,6,2024-08-28,"man",49
"2025-05-18 17:26:52","2","1","3","4","4","4","5","5","5","3","4","5","6","5","5","6","5","6","7","6","6","yes",7,4,2023-05-18,"women",29
"2025-05-07 17:48:44","6","6","6","7","7","7","6","6","7","7","7","6","6","7","7","4","7","6","5","6","7","no",20,5,2023-07-30,"man",24
"2025-05-06 13:03:30","7","5","5","4","6","6","6","6","6","4","6","7","7","7","5","5","5","4","7","7","7","no",13,4,2023-09-09,"man",47
"2025-05-12 12:42:05","7","7","6","7","7","7","7","6","6","5","6","7","7","7","7","7","6","7","5","6","5","no",17,3,2023-08-02,"man",55
"2025-05-12 15:33:57","7","4","5","5","4","7","7","7","7","5","7","4","4","4","6","7","7","7","7","7","6","no",10,1,2025-02-06,"man",39
"2025-05-15 17:18:22","5","3","4","6","5","4","4","7","6","5","5","4","6","6","6",NA,"7","6","4","5","2","no",12,4,2024-09-14,"man",46
"2025-05-18 09:29:30","7","5","7","4","6","6","7","5","6","6","4","6","6","7","6","3","5","5","5","2","3","yes",16,4,2024-10-23,"women",31
"2025-05-17 16:42:38","6","6","5","4","6","4","3","6","7","5","6","6","4","5","5","5","5","3","4","5","6","yes",21,5,2024-03-20,"man",38
"2025-05-16 09:09:14","5","7","7","5","5","7","4","5","3","7","7","5","7","5","2","4","6","5","7","6","7","yes",19,2,2023-06-17,"women",45
"2025-05-13 16:22:26","6","6","6","5","6","4","4","6","3","6","4","5","3","6","5","5","5","6","7","3","5","yes",19,4,2024-06-22,"women",38
"2025-05-05 17:14:28","3","4","5","6","4","3","5","5","5","4","4","3","4","5","5","4","3","3","4","6","5","yes",15,3,2024-01-21,"man",64
"2025-05-07 13:50:23","7","4","5","6","5","7","7","3","5","4","4","4","6","4","4","4","3","2","3","4","5","yes",15,4,2024-10-12,"man",33
"2025-05-15 12:09:35","6","5","4","4","6","5","5","2","3","5","5","5","5","5","6","7","7","6","7","7","6","yes",18,5,2024-12-26,"women",35
"2025-05-05 11:13:37","5","4","5","4","3","3","5","6","3","4","5","5","5",NA,"4","5","6","5","2","2","6","yes",13,4,2025-03-16,"women",28
"2025-05-15 13:12:18","4","6","7","4","4","5","5","5","4","5","6","6","5","5","7","4","7","7","4","3","1","yes",21,4,2024-07-30,"women",57
"2025-05-07 14:27:08","4","4","2","7","4","7","5","6","5","5","6","2","5","3","7","4","4","7","4","2","5","yes",14,4,2025-04-03,"man",37
"2025-05-08 11:20:01","4","6","5","3","3","2","5","5","5","4","4","6","6","5","5","6","4","5",NA,"5","5","no",17,4,2023-07-02,"women",32
"2025-05-13 09:38:51","7","6","7","7","6","6","6","5","6","7","6","5","5","6","7","7","7","7","6","7","7","no",16,3,2024-12-18,"women",31
"2025-05-09 10:25:19","5","7","7","7","7","7","5","7","5","5","3","6","4","5","5","5","4","7","5","5","3","yes",19,6,2023-10-16,"man",26
"2025-05-14 17:33:46","7","4","6","6","7","7","6","7","6","7","6","5","4","5","6","3","4","4","5","5","7","yes",22,4,2024-02-10,"women",50
"2025-05-09 11:21:20","4","6","4","6","5","4","3","3","3","6","4","3","5","5","7","7","6","7","5","6","2","yes",15,2,2024-05-28,"man",43
"2025-05-13 16:37:51","6","5","5","4","6","6","6","3","4","4","6","5","4","4","5","7","6","6","3","3","5","no",21,4,2024-08-21,"women",58
"2025-05-16 17:28:15",NA,"4","6","4","6","5","5","4","5","7","5","5","2","5","6","5","6","5","4","2","4","yes",9,1,2024-07-10,"man",19
"2025-05-13 09:40:15","7","7","7","5",NA,"5","7","7","7","6","6","5","5","5","5","6","6","6","5","4","5","yes",23,5,2024-08-11,"man",56
"2025-05-06 12:24:40","2","2","5","7","4","4","5","7","4","5","1","4","3","4","7",NA,"5","7","3","6","6","no",4,1,2023-08-19,"women",43
"2025-05-14 12:54:08","5","4","4","5","6","7","2","4","3","6","6","7","5","6","3","4","5","7","6","5","6","yes",8,6,2024-11-18,"women",33
"2025-05-09 08:54:57","6","4","7","7","3","6","3","5","5","5","6","5","7","5","6","7","5","4","6","7","5","yes",19,2,2023-09-08,"women",39
"2025-05-17 17:40:05","5","6","6","6","4","4","7","6","7","4","5","7","7","2","7","7","7","7","7","6","7","yes",13,1,2025-03-30,"women",56
"2025-05-18 12:44:59","1","6","5","6","6","6","7","6","3","6","2","2","4","4","4","6","6","4","4","6","3","no",9,1,2024-04-20,"women",43
"2025-05-05 11:34:01","6","6","6","4","5","6","5","7","5","6","6","4","4","5","4","5","6","6","5","6","4","yes",22,5,2024-06-24,"women",44
"2025-05-07 14:00:03","5","4","6","5","7","7","3","4","3","4","2","6","6","3","3",NA,"5","5","3","4","4","yes",21,6,2023-12-21,"women",39
"2025-05-09 13:59:40","4","2","5","4","6","5","4","4","6","6","4","6","6","4","5","6","6","6","6","7","6","yes",15,3,2023-12-26,"man",42
"2025-05-05 08:57:00","7","7","7","6","7","7","7","7","7","7","7","7","7","5","4","7","7","5","3","5","7","yes",17,5,2025-01-14,"women",51
"2025-05-08 15:22:00","4","6","3","7","7","6","7","6","5","5","6","6","6","6","7","5","4","3","6","7","6","no",16,2,2024-06-26,"man",24
"2025-05-08 15:22:46","7","7","7","4","5","4","7","6","6","5","3","7","6","4","4","2","6","5","5","6","5","yes",25,4,2024-09-01,"women",53
"2025-05-08 13:40:56","7","6","7","5","6","7","4","6","5","6","6","7","7","7","5","5","7","4","4","6","5","yes",21,4,2023-05-07,"women",19
"2025-05-12 10:38:27","2","4","5","6","4","6","5","6","6","3","6","7","5","5","6","5","5","4","6","5","6","yes",6,3,2023-08-28,"women",24
"2025-05-09 16:02:35","7","7","7","6","5","7","4","7","7","7","7","6","4","7","7","6","6","7","6","6",NA,"no",22,7,2023-10-07,"man",47
"2025-05-07 13:55:22","7","7","7","3","3","5","6","5","5","5","6","5","4","3","4","6","5","6","5","6","3","yes",21,5,2024-03-04,"women",42
"2025-05-08 11:41:03","7","7","7","7","5","7","7","7","7","7","7","7","7","7","7","6","6","7","7","7","7","no",21,4,2023-12-28,"man",22
"2025-05-07 10:35:15","3","3","5","5","6","6","2","3","5","4",NA,"6","7","4","4","4","4","6","3","4","5","yes",12,1,2023-12-20,"man",36
"2025-05-08 17:39:33","7","6","5","4","6","7","4","2","6","2","6","4","6","7","4","2","4","5","3","7","4","yes",NA,5,2023-07-25,"man",50
"2025-05-08 15:19:06","4","5","3","5","4","6","6","6","5","4","3","2","3","4","6","5","5","5","5","5","5","yes",10,4,2024-09-11,"man",47
"2025-05-05 09:34:06","4","4","6","6","5","6","4","3","3","4","5","5","6","5","4","4","3","3","3","5","6","no",11,3,2024-02-14,"man",50
"2025-05-17 10:17:38","7","7","5","7","5","5","5","4","3","5","7","7","5","6","6","4","6","7","6","6","6","yes",19,5,2025-03-10,"women",28
"2025-05-11 13:50:47","7","7","7","7","7","7","7","7","7","7","5","6","6","7","6","6","5","6","6","7","7","yes",31,7,2025-04-16,"man",19
