"po01","po02","po03","si01","si02","si03","it01","it02","it03","ie01","ac01","ac02","ac03","ac04","ai01","ai02","ai03","ai04","iv01","iv02","iv03","bd01","bd02","bd03","bd04","de01","de02"
"6","7","6","6","6","6","5","6","7","6","6","6","6","6","7","6","6","5","5","6","6","yes",16,4,2023-03-09,"women",43
"4","1","2","5","5","5","4","4","5","6","3","3","4","5","5","6","7","6","2","2","2","yes",10,2,2023-09-27,"women",26
"7","5","7","7","6","5","6","6","6","6","6","7","6","7","6","6","7","5","7","7","7","no",21,6,2022-10-29,"women",47
"7","7","6","6","6","7","7","7","7","3","7","7","7","7","7","6","6","5","7","7","7","yes",22,5,2023-03-06,"women",55
"5","3","4","6","7","7","4","6","6","6","6","6","7","5","4","6","4","5","4","4","4","yes",13,4,2023-09-06,"man",62
"6","6","5","4","5","6","7","7","7","7","7","7","5","7","5","6","6","6","7","6","6","yes",20,4,2023-02-22,"women",50
"4","5","6","5","3","6","5","5","5","5","6","4","5","7","6","6","6","7","5","6","6","no",15,3,2022-03-12,"women",57
"6","4","4","7","6","7","6","6","6","5","7","6","7","7","6","4","7","6","5","5","7","yes",13,1,2022-09-09,"man",54
"6","4","6","3","6","6","6","7","4","7","2","4","6","5","6","4","7","6","6","6","7","yes",5,1,2022-06-21,"man",35
"3","4","4","5","7","6","6","4","6","5","4","4","6","4","5","4","6","6","5","6","4","yes",20,5,2023-08-14,"women",36
"7","6","7","5","6","6","6","6","5","6","4","4","3","5","6","7","7","7","6","6","6","yes",23,5,2022-05-04,"women",43
"5","5","4","2","3","4","3","6","5","5","6","4","6","7","6","6","4","6","5","5","5","no",22,4,2023-05-28,"women",44
"5","3","5","5","4","5","6","6","5","5","5","6","6","5","6","5","6","6","3","5","4","yes",9,1,2022-12-13,"man",34
"5","5","5","7","7","7","6","7","7","7","2","7","4","4","7","7","6","6","6","4","3","yes",19,3,2022-12-14,"women",50
"5","5","5","7","7","6","7","4","6","5","7","5","7","6","3","5","7","6","6","4","7","no",16,3,2022-01-14,"women",30
"1","5","5","5","5","3","3","2","1","5","4","5","6","3","2","4","5","2","6","4","5","yes",10,2,2023-01-05,"man",42
"2","3","3","6","4","5","7","5","7","7","6","3","6","4","5","5","2","4","6","5","7","yes",5,1,2022-02-27,"man",35
"7","6","6","7","5","5","5","3","5","4","4","4","5","4","5","6","7","4","4","4","4","yes",23,6,2023-09-22,"women",23
"7","7","4","5","3","3","5","3","4","2","7","3","4","3","7","5","7","6","4","3","5","yes",25,5,2022-05-15,"man",48
"7","7","6","6","6","6","5","6","6","5","3","5","6","6","3","7","6","5","6","7","6","yes",24,6,2022-06-10,"women",49
"6","7","5","5","6","7","7","5","7","6","4","4","6","5","7","7","7","6","7","6","6","yes",19,2,2023-05-04,"man",59
"6","6","5","4","5","7","5","6","5","7","6","6","4","5","6","7","7","7","6","3","6","yes",16,5,2023-10-04,"women",44
"7","6","6","5","6","7","2","6","6","6","5","4","6","7","6","6","7","6","6","7","6","no",21,7,2022-02-24,"man",52
"4","6","6","6","3","7","2","3","3","4","6","5","4","5","3","6","5","6","3","5","5","no",13,3,2023-01-04,"women",44
"4","4","4","4","7","6","7","7","7","7","7","7","7","7","7","6","5","5","5","5","6","yes",13,3,2022-08-27,"man",39
"3","5","5","5","4","2","7","4","4","5","6","6","6","4","4","3","2","3","6","6","5","yes",15,2,2023-09-21,"women",38
"4","6","6","3","3","4","6","4","6","4","3","4","4","3","5","7","6","5","5","7","4","yes",16,3,2022-09-07,"man",29
"5","4","7","4","6","4","5","7","6","6","5","5","4","3","5","3","5","2","5","5","4","yes",17,4,2023-04-24,"women",69
"6","5","5","6","5","1","3","7","6","4","5","6","5","6","4","4","4","5","6","4","6","yes",18,2,2023-03-28,"women",38
"7","7","7","6","4","6","7","7","7","7","5","6","5","4","7","7","7","7","6","5","5","yes",17,5,2022-04-20,"women",21
"6","5","4","4","5","6","5","7","5","4","7","7","7","7","7","4","7","7","6","6","6","yes",15,1,2023-08-01,"women",39
"3","5","6","4","7","4","5","3","3","7","3","6","6","4","4","4","5","2","6","7","3","yes",11,2,2022-11-07,"man",38
"5","7","5","7","6","7","7","7","7","7","4","5","5","3","7","6","6","5","7","5","6","yes",14,3,2022-11-13,"man",57
"5","5","7","4","4","4","6","7","4","6","5","5","3","2","4","7","6","6","6","5","5","yes",16,2,2022-11-09,"women",48
"6","4","6","5","6","6","5","7","7","5","6","7","7","6","7","7","7","7","7","5","6","yes",15,2,2022-04-16,"women",31
"7","7","6","6","5","7","6","6","6","4","6","7","6","6","7","7","5","7","7","6","7","yes",20,4,2022-08-13,"women",39
"3","7","6","3","4","4","6","6","5","4","4","3","4","2","7","6","6","5","4","6","7","yes",13,2,2023-03-27,"man",42
"5","5","7","7","4","6","5","5","6","4","3","5","2","6","4","7","5","5","5","4","5","yes",16,5,2023-03-12,"man",50
"5","3","6","5","4","3","2","3","4","6","7","6","6","5","2","5","4","3","7","7","7","yes",14,3,2022-11-27,"women",40
"3","5","5","5","6","5","6","7","7","6","5","3","4","5","3","4","7","4","6","6","6","yes",19,6,2022-01-15,"women",36
"7","4","4","7","4","6","6","7","7","6","6","6","6","7","7","7","6","5","7","4","6","no",16,4,2022-05-26,"man",32
"7","4","7","7","7","7","5","6","7","7","7","5","5","7","6","7","7","7","7","6","6","yes",23,6,2022-02-12,"women",46
"5","6","4","4","7","5","4","6","6","5","7","4","6","3","5","6","5","2","5","5","2","no",17,3,2022-09-15,"women",56
"4","6","6","6","6","6","6","5","3","4","5","6","5","4","4","6","5","5","5","6","5","yes",23,5,2023-08-04,"women",56
"7","4","6","6","6","7","3","5","5","6","7","5","6","6","7","7","7","6","6","3","5","yes",23,7,2023-01-26,"women",47
"3","4","4","7","6","6","6","5","5","7","6","6","6","6","6","4","7","5","4","4","7","yes",11,4,2022-11-26,"man",42
"6","5","6","5","5","7","7","6","6","5","5","5","4","6","4","4","6","4","7","7","6","yes",12,1,2022-04-27,"man",37
"4","6","3","4","6","7","3","4","4","7","2","5","3","6","7","6","5","5","6","6","5","yes",22,3,2022-12-03,"man",39
"5","7","4","5","4","4","5","6","6","6","6","6","5","6","6","5","6","5","7","6","7","yes",14,3,2023-03-10,"man",54
"4","5","6","5","5","5","4","4","6","4","5","5","6","7","7","5","6","7","6","4","5","yes",18,4,2023-03-22,"man",38
"6","5","5","6","7","6","6","3","3","5","3","3","3","6","6","6","7","6","6","7","7","yes",17,5,2023-02-24,"women",42
"5","3","7","6","4","6","4","4","5","5","5","6","5","6","4","5","5","4","4","3","3","no",21,5,2023-08-08,"man",66
"4","3","5","6","7","7","3","3","4","7","7","4","6","6","5","6","3","6","1","2","2","yes",9,4,2023-10-20,"women",42
"4","5","6","6","7","5","6","7","6","1","6","7","6","7","5","5","4","5","3","2","3","yes",20,4,2022-12-27,"women",49
"7","5","6","2","6","6","3","5","6","6","3","4","3","4","3","4","4","5","2","4","3","no",21,6,2023-03-26,"women",27
"6","3","5","6","6","6","6","5","7","7","7","7","7","7","7","7","7","5","6","6","6","yes",18,5,2022-04-28,"women",47
"5","5","4","6","6","6","4","5","6","6","6","4","6","4","6","4","5","6","6","4","3","yes",10,2,2022-12-01,"women",31
"5","5","6","6","4","6","4","6","5","5","6","7","4","6","4","6","5","2","5","6","6","yes",15,4,2022-11-02,"women",53
"4","6","6","6","6","7","7","4","4","6","5","7","5","5","4","4","4","5","5","5","5","yes",17,4,2022-05-28,"women",26
"6","7","7","6","7","7","7","7","7","5","7","6","7","7","6","5","6","7","6","7","7","yes",20,5,2022-10-20,"women",26
"5","5","3","3","4","6","6","7","6","5","7","5","7","4","6","7","7","5","5","3","2","no",19,5,2022-07-19,"man",31
"3","6","2","3","3","5","6","6","7","7","4","4","4","5","5","3","4","1","6","5","5","yes",10,4,2023-10-17,"man",46
"7","6","6","7","7","7","1","2","4","7","7","5","5","5","7","6","7","4","7","7","6","yes",21,6,2022-10-19,"women",40
"4","6","4","7","7","7","6","4","3","6","7","6","6","5","5","4","2","2","6","7","4","yes",12,4,2022-04-01,"women",28
"7","6","5","7","4","6","6","5","6","6","6","4","7","4","6","6","6","6","5","5","4","yes",26,6,2023-03-26,"man",44
"4","6","5","4","5","3","5","6","6","5","7","5","6","4","3","2","3","5","3","5","4","yes",19,3,2023-09-08,"women",53
"5","6","7","4","6","4","6","4","7","5","7","6","5","6","4","7","7","6","6","7","5","yes",14,3,2023-10-14,"women",45
"4","4","3","5","3","4","7","6","5","6","7","2","5","4","6","5","5","2","7","6","6","yes",13,5,2023-06-18,"women",37
"7","5","7","6","6","7","6","6","5","5","7","7","7","5","7","7","6","4","4","6","4","yes",24,4,2023-11-24,"man",51
"5","6","6","7","4","4","7","6","7","5","5","6","6","6","6","5","7","6","2","2","2","yes",19,6,2022-03-30,"women",38
"7","6","4","6","6","7","4","6","5","5","4","5","5","4","2","3","3","5","4","4","5","yes",28,5,2023-02-02,"man",29
"4","6","6","7","7","7","7","3","7","7","6","6","6","4","6","6","5","7","7","7","7","yes",21,5,2022-10-08,"women",42
"4","3","5","5","6","6","5","4","6","7","5","5","5","5","7","7","6","7","6","5","7","yes",16,4,2022-02-21,"women",27
"7","6","4","7","7","6","7","6","6","5","7","7","5","7","7","6","7","5","7","6","3","yes",14,2,2022-07-14,"women",55
"7","7","7","7","6","3","6","7","6","6","7","6","7","6","7","7","7","7","3","6","3","yes",14,3,2023-10-31,"man",56
"4","5","6","4","2","3","6","6","6","3","4","5","5","4","5","4","4","3","7","7","6","no",13,2,2023-06-03,"women",33
"5","5","5","4","7","7","7","4","6","6","2","4","3","6","5","6","5","5","4","3","5","yes",13,2,2022-09-01,"women",32
"6","7","5","3","4","6","6","6","5","3","4","4","4","6","4","4","5","3","7","6","6","yes",17,5,2022-01-23,"women",37
"5","5","7","4","4","4","6","3","7","6","4","4","4","4","6","5","2","3","5","3","2","yes",21,4,2023-08-15,"man",42
"7","7","6","7","5","7","7","6","7","7","7","7","7","7","6","6","7","7","7","7","7","yes",16,5,2022-11-22,"women",44
"7","7","7","7","6","6","7","7","6","7","7","7","6","7","6","7","5","6","7","6","7","no",27,5,2022-09-25,"women",38
"6","2","3","3","3","4","6","6","6","7","4","5","5","3","6","5","7","5","5","5","5","yes",13,2,2023-11-28,"man",47
"7","6","7","7","6","6","5","5","5","6","7","6","6","5","7","7","7","4","5","5","6","yes",22,6,2022-04-28,"women",40
"6","6","7","6","7","6","6","6","7","6","7","7","6","6","7","7","7","7","6","6","6","yes",18,3,2023-09-29,"women",42
"5","6","7","6","6","5","5","4","6","5","6","6","6","6","5","5","5","2","7","7","5","yes",20,2,2022-01-19,"man",41
"4","6","6","6","5","5","5","4","6","6","6","6","5","5","5","6","6","6","6","3","7","yes",11,3,2022-08-08,"women",45
"7","7","7","6","5","3","7","6","6","6","5","7","5","7","7","6","6","7","7","6","6","yes",20,4,2022-11-29,"women",45
"4","4","6","3","2","4","5","5","6","6","3","5","4","4","3","5","6","5","3","4","5","yes",19,4,2023-08-24,"man",39
"5","6","6","3","4","5","4","6","4","6","5","4","4","2","5","6","4","3","6","5","4","yes",17,4,2022-03-16,"women",18
"4","6","4","5","3","5","3","6","6","7","7","7","7","7","5","4","7","5","5","5","7","no",11,3,2023-07-23,"women",43
"6","4","2","6","6","6","3","5","2","5","3","1","4","1","4","7","3","7","4","6","7","yes",16,4,2023-10-13,"women",34
"6","6","6","7","7","7","6","5","7","6","5","7","7","5","6","6","6","7","7","6","6","no",16,4,2023-10-08,"women",41
"5","6","5","4","4","3","5","4","3","5","5","5","5","6","7","4","4","4","3","5","4","no",15,3,2022-06-19,"women",67
"7","6","7","5","5","6","6","7","5","6","5","6","4","2","6","7","7","5","7","7","7","yes",26,5,2022-12-09,"women",59
"5","5","4","4","4","5","6","5","5","5","7","5","6","7","7","6","6","7","5","5","6","yes",11,3,2024-01-01,"man",58
"6","6","5","6","6","6","7","5","5","4","6","5","4","5","4","6","5","6","7","5","5","no",16,3,2022-07-26,"man",41
"4","6","6","6","4","4","4","7","3","7","3","5","4","3","6","6","7","7","6","6","6","no",21,6,2022-02-27,"women",36
"5","3","6","7","7","5","6","5","4","3","6","6","7","6","3","6","6","6","4","6","2","yes",16,4,2022-05-11,"women",20
"3","2","3","5","5","4","3","6","6","4","3","2","1","3","5","4","4","5","5","3","4","no",12,5,2023-10-31,"women",43
"4","3","6","5","3","4","3","4","2","2","3","5","5","4","5","4","4","5","4","6","3","no",15,2,2023-05-03,"women",48
"5","5","7","4","6","5","7","5","5","7","7","6","7","6","5","5","7","6","6","7","7","yes",12,4,2023-12-23,"man",38
"7","7","7","4","6","5","4","6","6","5","6","5","6","6","6","6","7","6","7","5","6","yes",17,5,2023-01-09,"man",41
"7","5","5","6","6","6","4","3","5","6","2","5","4","6","7","6","5","6","4","3","5","yes",14,4,2023-04-16,"women",24
"5","2","5","5","5","6","5","2","6","5","5","5","5","6","6","7","6","6","6","5","4","yes",10,2,2022-12-13,"women",18
"7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","6","7","7","6","5","yes",24,4,2023-11-05,"women",52
"7","6","6","3","5","3","3","4","6","7","7","6","4","6","5","5","4","6","5","6","6","yes",21,6,2022-03-28,"women",43
"4","3","4","6","7","6","6","5","6","7","6","6","5","7","6","6","6","5","6","6","6","yes",7,2,2022-09-27,"women",55
"3","5","5","7","5","6","7","6","6","7","5","6","7","6","7","4","6","4","7","5","7","yes",19,2,2022-05-04,"women",24
"3","3","6","6","6","6","4","5","5","5","3","5","5","2","7","5","7","7","4","5","6","yes",10,1,2023-01-15,"man",38
"5","5","7","5","6","6","3","6","3","4","5","5","4","7","6","5","7","7","6","4","5","yes",12,4,2022-02-02,"women",43
"6","3","6","7","6","7","5","5","5","5","5","5","3","5","6","7","6","6","6","4","3","yes",19,5,2022-04-27,"man",46
"6","7","6","7","7","7","6","6","6","6","6","7","5","7","6","6","6","7","4","5","5","no",22,5,2022-07-09,"women",44
"7","7","7","7","7","6","7","7","5","7","7","6","7","5","7","7","6","7","7","5","7","yes",19,5,2022-04-17,"man",59
"5","4","5","3","3","4","7","4","5","2","2","4","4","3","4","5","5","7","5","5","6","yes",20,4,2022-09-17,"women",43
"5","6","7","6","5","6","6","7","7","7","5","6","2","7","4","6","6","6","3","4","6","yes",21,5,2023-09-26,"women",38
"5","2","2","4","7","4","5","2","2","5","3","3","6","6","4","2","5","3","4","2","3","yes",7,1,2022-07-27,"women",68
"4","6","4","7","7","7","7","6","6","7","5","4","2","5","5","3","5","5","5","4","4","yes",19,3,2023-07-11,"man",38
"7","7","7","7","6","7","7","6","7","5","6","5","5","4","6","6","3","4","7","6","7","unsure",22,6,2022-08-07,"women",32
"6","7","7","6","6","7","7","7","7","6","6","5","6","6","5","5","4","7","5","5","7","yes",19,3,2022-10-18,"women",46
"6","4","3","6","4","7","7","6","5","7","6","7","5","5","4","4","7","4","7","7","5","yes",15,4,2022-04-29,"women",41
"4","5","5","7","3","6","6","7","6","6","6","7","7","7","6","6","6","5","4","5","6","yes",15,4,2022-09-06,"women",51
"5","5","5","6","7","5","6","5","7","6","6","6","7","7","4","7","3","3","6","2","5","yes",16,7,2022-12-13,"women",38
"4","3","2","4","5","6","7","5","4","4","4","2","6","5","6","5","2","5","3","7","4","yes",4,1,2022-11-16,"women",49
"4","3","2","5","3","2","4","3","4","4","3","5","3","4","5","3","4","5","6","6","4","yes",12,2,2022-11-17,"man",32
"3","5","4","3","3","2","7","6","6","5","5","7","7","7","6","2","6","6","4","5","3","no",22,5,2022-01-28,"women",46
"7","5","6","6","7","6","7","6","6","7","7","6","7","5","3","7","6","5","5","6","5","yes",16,3,2022-07-10,"man",53
"7","7","7","5","4","5","5","7","5","7","6","6","5","6","7","7","7","6","4","4","6","yes",21,6,2022-06-09,"women",47
"3","5","4","6","5","7","6","3","6","7","7","7","6","7","4","5","6","5","4","6","6","yes",8,2,2022-11-08,"women",51
"4","5","6","4","4","6","4","4","4","4","3","6","3","4","5","4","7","4","6","2","2","yes",24,5,2022-04-23,"women",35
"4","5","2","6","6","4","4","4","4","5","4","3","4","4","7","6","7","7","6","6","7","yes",11,3,2022-03-17,"man",51
"5","6","2","6","7","7","2","3","7","7","5","7","7","5","3","5","3","3","7","5","6","yes",12,3,2023-12-16,"women",44
"4","5","5","6","6","7","6","5","6","7","5","4","5","5","5","2","5","6","7","6","7","yes",12,3,2022-10-19,"women",30
"7","7","6","7","7","7","7","7","7","6","4","6","5","6","7","5","6","6","7","5","7","no",29,5,2023-03-14,"women",32
"6","5","7","4","7","6","7","5","6","6","7","7","7","7","7","7","7","7","5","7","7","yes",24,5,2022-02-10,"man",35
"4","4","5","5","6","7","5","7","4","3","3","3","5","5","7","6","4","5","6","3","5","yes",12,4,2023-01-20,"women",41
"6","6","5","2","2","3","2","1","2","7","2","5","4","4","6","5","6","5","5","2","5","yes",11,3,2023-10-15,"women",53
"3","2","4","5","6","7","6","6","5","6","3","4","5","5","2","6","4","1","3","3","4","yes",16,5,2022-12-05,"women",50
"6","6","5","5","4","4","5","7","4","6","6","5","6","5","7","7","6","7","6","4","4","yes",21,7,2023-07-24,"women",41
"5","6","3","7","5","5","6","5","5","7","6","4","6","4","5","7","7","5","4","5","5","yes",14,4,2023-11-20,"man",39
"6","5","6","4","5","6","5","7","6","7","5","4","4","4","6","6","6","5","6","5","6","no",17,4,2022-10-21,"man",27
"3","4","4","3","3","5","5","4","5","4","3","3","3","4","4","4","3","5","5","4","6","no",11,4,2022-04-04,"women",50
"5","4","6","5","7","6","1","3","4","2","7","5","5","6","6","7","7","7","4","5","6","yes",15,2,2023-09-12,"man",31
"4","6","7","6","6","6","5","4","1","6","7","7","6","6","7","6","6","7","4","6","7","yes",17,5,2022-07-11,"women",44
"5","5","5","6","7","5","7","5","7","5","3","5","5","6","3","5","4","6","4","5","4","no",17,3,2023-07-30,"women",48
"5","5","3","6","5","4","5","4","5","3","5","5","4","4","6","5","2","4","5","6","5","yes",12,4,2023-10-09,"women",41
"5","6","3","5","7","6","6","4","6","7","6","5","4","5","5","5","7","6","7","7","6","yes",14,4,2022-08-16,"man",29
"4","7","7","4","5","5","3","5","5","6","5","6","4","4","3","4","6","5","5","5","5","yes",24,5,2023-08-24,"women",36
"5","4","6","2","4","6","6","7","6","2","5","4","6","6","4","5","5","5","4","6","6","yes",25,5,2023-03-28,"man",32
"6","6","6","4","5","5","6","5","6","6","5","7","7","6","6","6","5","6","6","5","6","no",19,5,2022-07-20,"women",49
"6","7","6","3","5","4","5","4","5","6","3","4","3","3","2","2","3","4","6","6","5","yes",19,4,2022-10-30,"women",47
"7","7","5","7","6","7","6","4","7","7","6","5","7","6","7","6","5","5","5","5","7","no",22,5,2022-11-11,"women",44
"7","7","7","3","2","4","6","5","6","7","4","5","4","4","6","6","5","7","5","7","6","no",16,4,2022-11-20,"women",42
"7","7","7","6","5","2","5","6","4","6","4","4","6","6","5","2","6","6","7","5","3","yes",25,6,2022-08-25,"women",39
"4","6","5","4","3","4","3","4","4","5","6","5","5","5","6","6","4","4","5","7","5","yes",19,2,2023-01-04,"man",52
"6","7","6","3","5","4","7","7","7","6","6","6","6","6","5","7","6","6","6","7","6","yes",21,5,2022-11-16,"women",30
"3","3","6","6","3","6","4","5","5","7","6","6","6","5","6","6","6","6","5","5","5","yes",10,3,2022-05-26,"man",33
"5","4","6","5","5","5","5","6","7","6","6","6","5","6","4","4","5","4","3","7","6","yes",14,3,2022-08-03,"women",48
"5","5","6","4","6","6","7","7","7","6","3","3","6","6","7","5","7","4","5","5","4","yes",7,1,2022-07-25,"man",55
"6","4","6","4","4","6","2","3","2","5","6","6","2","6","5","5","5","5","5","5","6","yes",13,2,2023-12-19,"women",41
"6","6","6","5","6","5","7","6","5","6","4","5","6","5","6","7","7","6","6","5","5","yes",19,3,2022-06-28,"man",33
"5","2","3","4","7","5","6","6","6","7","4","4","6","5","4","5","7","4","7","6","7","yes",10,3,2022-06-02,"women",38
"5","3","6","2","4","4","6","6","6","6","4","5","4","7","7","7","7","7","5","3","2","yes",15,3,2023-04-08,"man",37
"7","7","6","6","3","5","7","7","6","4","5","7","6","5","4","6","5","4","3","3","2","yes",20,3,2022-10-22,"women",48
"5","4","7","3","3","2","5","4","4","7","1","4","2","3","4","2","3","2","4","5","4","yes",10,2,2023-03-18,"man",45
"4","6","5","2","3","3","7","7","6","3","4","7","5","4","5","5","5","5","7","6","7","yes",9,4,2023-12-27,"man",49
"7","5","7","7","6","7","6","6","6","5","6","7","7","7","7","5","6","5","7","7","6","yes",16,4,2022-01-06,"man",51
"6","5","4","6","6","6","4","5","5","4","6","4","6","5","5","4","5","2","4","4","3","yes",13,4,2023-11-12,"women",53
"5","5","4","6","6","6","3","6","6","5","2","1","3","2","5","5","4","5","3","6","6","no",15,3,2023-11-17,"women",41
"6","6","7","3","4","4","6","6","7","7","7","7","7","6","7","6","7","7","2","4","5","yes",19,3,2023-11-06,"women",26
"7","7","7","7","7","5","7","7","6","4","5","4","5","5","4","6","4","5","7","7","7","no",15,3,2022-09-29,"man",51
"5","6","6","6","6","4","7","5","7","5","6","5","6","2","6","5","5","5","5","7","2","yes",19,3,2023-02-22,"women",62
"4","6","6","7","6","6","6","6","6","4","6","7","5","5","2","6","4","5","5","2","4","yes",13,3,2023-10-11,"man",28
"6","6","7","7","7","7","7","7","6","7","6","6","5","5","6","5","5","4","7","5","6","yes",18,4,2023-08-24,"man",44
"5","3","2","6","7","6","3","4","3","4","7","7","7","7","4","5","6","7","5","4","6","yes",8,2,2023-09-28,"women",45
"7","7","7","7","7","7","6","6","3","7","5","7","5","6","5","6","6","6","7","6","7","yes",22,5,2023-05-01,"man",37
"6","7","6","6","4","4","6","4","5","7","5","4","4","6","6","4","7","6","7","6","6","yes",25,6,2022-07-03,"man",36
"5","6","4","7","6","6","6","6","5","3","3","6","5","3","6","6","5","6","6","6","5","yes",20,3,2022-11-13,"women",40
"6","7","6","5","7","6","5","3","6","7","6","5","5","4","6","4","5","4","5","6","4","yes",28,5,2022-06-02,"women",40
"4","3","4","5","3","5","4","3","5","5","7","6","7","6","7","6","7","6","7","6","6","no",17,4,2023-06-28,"women",41
"6","7","6","6","5","3","6","5","7","4","4","2","4","3","4","5","6","5","2","4","5","no",21,6,2022-06-01,"man",37
"2","4","4","6","7","7","6","6","7","6","5","4","6","3","2","3","3","3","7","7","7","no",16,3,2023-03-22,"women",27
"7","7","5","7","7","5","7","6","7","7","5","7","6","6","6","6","4","5","7","6","6","yes",26,6,2023-12-27,"women",33
"7","6","6","7","6","7","4","5","6","7","4","4","1","5","6","5","4","5","5","7","6","yes",15,1,2023-05-18,"women",28
"5","5","5","5","6","5","3","4","5","4","3","4","5","3","4","5","6","5","7","6","5","no",18,4,2022-01-21,"women",44
"6","7","4","5","7","6","4","5","6","5","4","2","5","5","5","6","6","5","3","3","5","yes",11,3,2022-12-12,"women",40
"5","5","4","5","5","3","4","6","5","6","6","6","7","6","5","5","4","2","6","5","4","yes",17,5,2022-05-03,"women",27
"4","6","7","5","7","5","7","7","6","7","7","7","7","6","7","7","7","7","7","7","7","yes",30,6,2022-07-10,"women",41
"6","6","4","5","5","7","7","6","7","5","7","6","7","7","5","5","6","5","5","5","3","yes",13,2,2022-05-19,"man",50
"4","2","6","4","4","4","4","6","6","5","5","6","6","7","1","5","2","4","7","7","6","yes",11,2,2023-07-15,"man",36
"4","4","5","5","5","7","5","5","4","3","5","5","4","6","5","4","6","5","5","5","6","yes",10,3,2023-04-18,"women",36
"4","5","5","7","7","7","6","6","7","6","6","7","6","5","5","4","6","7","6","5","5","yes",17,3,2023-06-13,"women",40
"3","4","4","5","6","6","5","5","5","7","6","5","5","6","5","5","3","5","7","6","4","yes",9,2,2023-11-19,"man",44
"6","5","6","3","6","6","5","3","4","4","5","6","6","6","5","2","3","2","6","6","7","yes",10,4,2022-07-21,"women",55
"7","6","5","4","4","7","7","7","6","6","7","5","7","6","6","6","6","6","5","4","5","yes",17,5,2023-04-13,"man",46
"7","5","6","7","7","7","7","6","4","7","7","7","7","7","6","7","6","6","6","7","6","yes",19,6,2022-09-29,"women",53
"7","7","7","6","5","3","7","7","7","6","6","4","4","5","7","7","6","7","7","6","7","no",24,5,2022-04-03,"women",59
"3","4","2","3","7","6","4","4","4","6","3","5","5","5","6","6","5","6","7","7","6","yes",8,2,2022-10-23,"women",50
"7","7","7","7","7","7","5","6","3","6","6","6","6","4","7","7","5","4","6","6","4","yes",24,4,2022-01-17,"women",42
"4","3","2","4","5","4","6","6","7","3","4","4","7","7","5","6","3","5","6","2","3","no",10,2,2023-03-24,"man",55
"7","6","5","4","3","5","3","5","3","2","6","7","5","6","6","4","6","7","7","6","7","yes",21,4,2022-11-18,"women",33
"5","6","7","3","5","4","6","6","6","7","4","5","5","4","6","7","6","5","6","6","5","yes",12,4,2023-09-27,"man",40
"5","3","2","6","5","6","6","7","6","3","3","5","4","5","3","5","5","1","5","4","4","yes",14,1,2022-04-17,"women",32
"7","7","7","5","6","6","6","3","6","5","6","6","3","6","5","6","5","5","7","7","7","yes",24,5,2022-10-22,"women",50
"5","7","7","6","5","6","4","7","6","5","5","7","7","7","5","6","5","3","7","6","7","yes",12,2,2022-06-15,"women",49
"7","6","7","6","5","6","6","6","7","5","6","6","7","6","7","5","6","6","6","7","7","yes",17,3,2022-04-21,"man",41
"3","6","6","5","5","5","7","6","2","6","4","4","4","3","7","5","6","5","4","6","6","yes",14,3,2023-02-09,"man",44
"4","4","6","6","3","5","5","3","6","5","5","3","6","4","5","7","7","7","5","7","6","yes",8,4,2022-12-23,"women",44
"5","7","6","6","6","4","6","5","5","3","4","4","2","6","7","7","5","6","6","4","6","yes",13,4,2023-12-21,"women",70
"7","7","6","7","6","7","7","6","6","4","7","7","7","6","7","7","7","7","6","7","7","yes",18,4,2022-04-17,"man",30
"3","6","6","6","5","6","4","3","3","5","4","1","2","3","7","5","6","5","4","3","4","yes",15,2,2023-09-29,"women",48
"5","6","6","5","5","3","5","4","6","3","6","6","5","4","5","4","7","6","4","5","6","yes",26,5,2023-05-05,"women",53
"6","7","7","7","7","7","6","4","7","7","5","3","3","3","5","6","5","6","4","5","5","yes",25,5,2022-08-19,"women",34
"5","3","7","6","6","7","7","5","5","3","5","3","6","6","5","5","5","5","3","5","6","no",14,2,2022-09-19,"women",44
"7","7","6","5","6","5","4","5","6","6","5","4","7","5","6","5","5","6","3","4","4","yes",17,4,2023-08-19,"man",30
"1","5","3","4","4","3","5","7","7","7","6","7","7","6","5","6","6","6","5","2","4","yes",14,3,2022-10-23,"man",46
"7","6","6","6","7","5","4","4","6","7","4","5","5","5","6","5","6","6","6","6","7","yes",14,4,2022-01-24,"women",51
"4","7","5","5","5","4","3","4","4","6","5","4","6","6","2","5","4","4","5","6","6","yes",15,2,2022-04-20,"man",23
"7","6","7","7","7","6","6","5","7","6","3","6","4","6","7","6","7","5","6","3","5","no",22,5,2022-10-16,"women",50
"4","4","5","2","2","2","7","5","4","6","6","5","6","4","5","5","5","5","6","3","2","no",16,4,2023-05-21,"man",60
"7","4","6","6","5","7","6","5","6","5","5","6","6","6","5","5","6","6","5","7","7","no",11,4,2022-11-25,"man",45
"7","5","5","6","6","4","7","7","6","5","6","6","7","7","6","5","6","6","6","6","6","yes",21,4,2023-06-30,"women",39
"6","5","7","7","7","7","5","6","4","4","6","5","7","5","5","6","4","5","6","5","5","yes",21,7,2022-07-17,"man",39
"5","5","5","5","6","5","6","5","7","6","5","3","4","3","5","4","3","3","4","4","2","yes",21,5,2023-12-25,"women",46
"5","4","4","4","7","7","7","7","5","7","7","6","7","7","6","4","7","5","6","6","7","no",21,4,2022-11-06,"women",45
